,g1_symbol,g2_symbol,conn
12209,MLLT11,PRKAR2B,0.5388
12210,MLLT11,GPR22,0.3927
12211,MLLT11,GPR85,0.4487
12212,MLLT11,PLXNA4,0.4529
12213,MLLT11,TCAF1,0.4438
12214,MLLT11,CDKL5,0.4608
12215,MLLT11,SYN1,0.3934
12216,MLLT11,PCSK1N,0.6666
12217,MLLT11,BEX1,0.587
12218,MLLT11,ACSL4,0.4487
12219,MLLT11,PAK3,0.5203
12220,MLLT11,DCX,0.7025
12221,MLLT11,IDS,0.4827
12222,MLLT11,L1CAM,0.4562
12223,MLLT11,MSRA,0.4491
12224,MLLT11,NEFM,0.4926
12225,MLLT11,NEFL,0.4523
12226,MLLT11,DPYSL2,0.517
12227,MLLT11,STMN4,0.5867
12228,MLLT11,WHSC1L1,0.4081
12229,MLLT11,XKR4,0.4406
12230,MLLT11,BHLHE22,0.5664
12231,MLLT11,PKIA,0.5818
12232,MLLT11,ZC2HC1A,0.4668
12233,MLLT11,STMN2,0.7529
12234,MLLT11,RUNX1T1,0.489
12235,MLLT11,ANKRD46,0.433
12236,MLLT11,YWHAZ,0.5644
12237,MLLT11,SYBU,0.4453
12238,MLLT11,MTSS1,0.4536
12239,MLLT11,FAM49B,0.4039
12240,MLLT11,SLA,0.5601
12241,MLLT11,LY6H,0.5011
12242,MLLT11,PTPRD,0.4571
12243,MLLT11,NFIB,0.507
12244,MLLT11,MLLT3,0.4259
12245,MLLT11,ELAVL2,0.408
12246,MLLT11,DNAJA1,0.4057
12247,MLLT11,RFK,0.3956
12248,MLLT11,GNAQ,0.4449
12249,MLLT11,FRMD3,0.4028
12250,MLLT11,AGTPBP1,0.4481
12251,MLLT11,SPIN1,0.4511
12252,MLLT11,GABBR2,0.4881
12253,MLLT11,FSD1L,0.4052
12254,MLLT11,FRRS1L,0.4237
12255,MLLT11,STRBP,0.4381
12256,MLLT11,STXBP1,0.5328
12257,MLLT11,SPTAN1,0.4742
12258,MLLT11,NCS1,0.5319
12259,MLLT11,PRRC2B,0.4402
12260,MLLT11,OLFM1,0.4124
12261,MLLT11,DEAF1,0.4655
12262,MLLT11,DUSP8,0.4168
12263,MLLT11,SYT13,0.3983
12264,MLLT11,C1QTNF4,0.4073
12265,MLLT11,GNG3,0.4966
12266,MLLT11,NRXN2,0.4011
12267,MLLT11,CNIH2,0.512
12268,MLLT11,PGM2L1,0.5639
12269,MLLT11,MAP6,0.4869
12270,MLLT11,TENM4,0.4015
12271,MLLT11,DLG2,0.43
12272,MLLT11,AASDHPPT,0.4199
12273,MLLT11,RP11.356J5.12,0.4141
12274,MLLT11,NCAM1,0.5962
12275,MLLT11,THY1,0.4279
12276,MLLT11,SCN3B,0.5368
12277,MLLT11,CELF2,0.5559
12278,MLLT11,MAPK8,0.4717
12279,MLLT11,ANK3,0.5185
12280,MLLT11,PPP3CB,0.4373
12281,MLLT11,PSD,0.4162
12282,MLLT11,INA,0.6288
12283,MLLT11,SHTN1,0.6284
12284,MLLT11,CALY,0.4355
12285,MLLT11,ERC1,0.4436
12286,MLLT11,PTMS,0.576
12287,MLLT11,GRIN2B,0.5547
12288,MLLT11,PTPRO,0.3883
12289,MLLT11,PPFIBP1,0.4222
12290,MLLT11,CNTN1,0.4028
12291,MLLT11,NELL2,0.5583
12292,MLLT11,SLC38A1,0.4705
12293,MLLT11,ARF3,0.3952
12294,MLLT11,TUBA1A,0.7074
12295,MLLT11,KIF5A,0.4911
12296,MLLT11,SRGAP1,0.4459
12297,MLLT11,CSRP2,0.5213
12298,MLLT11,SYT1,0.6046
12299,MLLT11,PPFIA2,0.5023
12300,MLLT11,ATP2B1,0.4187
12301,MLLT11,ANKS1B,0.4197
12302,MLLT11,WSB2,0.4135
12303,MLLT11,SRRM4,0.4734
12304,MLLT11,DYNLL1,0.4163
12305,MLLT11,CAMKK2,0.4073
12306,MLLT11,ATP8A2,0.4151
12307,MLLT11,NBEA,0.5337
12308,MLLT11,DCLK1,0.4035
12309,MLLT11,TSC22D1,0.5341
12310,MLLT11,JPH4,0.4111
12311,MLLT11,ATL1,0.4467
12312,MLLT11,GNG2,0.5096
12313,MLLT11,DACT1,0.4368
12314,MLLT11,DAAM1,0.521
12315,MLLT11,RTN1,0.5767
12316,MLLT11,PPP2R5E,0.4592
12317,MLLT11,FLRT2,0.4693
12318,MLLT11,CALM1,0.5109
12319,MLLT11,DYNC1H1,0.4786
12320,MLLT11,NUDT14,0.41
12321,MLLT11,GABRB3,0.4923
12322,MLLT11,DISP2,0.4802
12323,MLLT11,SCG3,0.582
12324,MLLT11,TMOD2,0.5471
12325,MLLT11,MYO5A,0.4578
12326,MLLT11,HERC1,0.3941
12327,MLLT11,LINGO1,0.5016
12328,MLLT11,SH3GL3,0.4328
12329,MLLT11,NTRK3,0.407
12330,MLLT11,ARHGDIG,0.4537
12331,MLLT11,SYNGR3,0.4088
12332,MLLT11,RBFOX1,0.419
12333,MLLT11,SEZ6L2,0.5834
12334,MLLT11,GNAO1,0.499
12335,MLLT11,TERF2IP,0.5265
12336,MLLT11,CMIP,0.4803
12337,MLLT11,COTL1,0.4664
12338,MLLT11,PAFAH1B1,0.4502
12339,MLLT11,CHD3,0.521
12340,MLLT11,CDK5R1,0.5191
12341,MLLT11,NEUROD2,0.587
12342,MLLT11,MAPT,0.6309
12343,MLLT11,SSTR2,0.4407
12344,MLLT11,HN1,0.6955
12345,MLLT11,GRB2,0.4702
12346,MLLT11,RAC3,0.5257
12347,MLLT11,ASXL3,0.4023
12348,MLLT11,MAPRE2,0.418
12349,MLLT11,CELF4,0.4363
12350,MLLT11,SYT4,0.5018
12351,MLLT11,RNF165,0.4177
12352,MLLT11,TCF4,0.5062
12353,MLLT11,SEC11C,0.4579
12354,MLLT11,DOK6,0.4597
12355,MLLT11,CHGB,0.4632
12356,MLLT11,PAK7,0.483
12357,MLLT11,SNAP25,0.4822
12358,MLLT11,DSTN,0.4365
12359,MLLT11,KIF3B,0.4687
12360,MLLT11,MAP1LC3A,0.5334
12361,MLLT11,LINC00657,0.4009
12362,MLLT11,YWHAB,0.551
12363,MLLT11,B4GALT5,0.3934
12364,MLLT11,ATP9A,0.4629
12365,MLLT11,EEF1A2,0.5395
12366,MLLT11,CELF5,0.5356
12367,MLLT11,ATCAY,0.5541
12368,MLLT11,TUBB4A,0.4602
12369,MLLT11,CTXN1,0.5005
12370,MLLT11,CDKN2D,0.613
12371,MLLT11,PLPPR2,0.438
12372,MLLT11,UNC13A,0.4066
12373,MLLT11,RAB3A,0.5769
12374,MLLT11,TMEM59L,0.4198
12375,MLLT11,ZNF91,0.4491
12376,MLLT11,FXYD7,0.3947
12377,MLLT11,DPF1,0.4651
12378,MLLT11,SPINT2,0.5025
12379,MLLT11,TTC9B,0.6289
12380,MLLT11,ATP1A3,0.4862
12381,MLLT11,PAFAH1B3,0.5915
12382,MLLT11,CALM3,0.4769
12383,MLLT11,TMEM160,0.4579
12384,MLLT11,INAFM1,0.4345
12385,MLLT11,LIN7B,0.3883
12386,MLLT11,SYT5,0.4683
12387,MLLT11,YPEL1,0.4053
12388,MLLT11,GNAZ,0.4034
12389,MLLT11,MIAT,0.4973
12390,MLLT11,RFPL1S,0.3997
12391,MLLT11,YWHAH,0.543
12392,MLLT11,RBFOX2,0.6456
12393,MLLT11,SEPT3,0.5225
12394,MLLT11,CXADR,0.6399
12395,MLLT11,APP,0.4671
12396,MLLT11,ITSN1,0.4114
12397,MLLT11,TTC3,0.5675
12398,CELF3,TPM3,0.423
12399,CELF3,CADM3,0.4595
12400,CELF3,ATP1B1,0.4357
12401,CELF3,KIFAP3,0.4385
12402,CELF3,DNM3,0.4472
12403,CELF3,NMNAT2,0.4114
12404,CELF3,ARPC5,0.4681
12405,CELF3,KIF21B,0.4531
12406,CELF3,TOMM20,0.4215
12407,CELF3,CEP170,0.4669
12408,CELF3,AKT3,0.4119
12409,CELF3,ZBTB18,0.4669
12410,CELF3,MYT1L,0.4941
12411,CELF3,KIDINS220,0.4909
12412,CELF3,FAM49A,0.4968
12413,CELF3,FKBP1B,0.4658
12414,CELF3,KIF3C,0.4313
12415,CELF3,DPYSL5,0.4411
12416,CELF3,SLC8A1,0.4236
12417,CELF3,SPTBN1,0.4908
12418,CELF3,BCL11A,0.4364
12419,CELF3,ADD2,0.4436
12420,CELF3,TMSB10,0.4807
12421,CELF3,REEP1,0.4481
12422,CELF3,R3HDM1,0.4818
12423,CELF3,KIF5C,0.4778
12424,CELF3,SCN2A,0.4713
12425,CELF3,CSRNP3,0.4925
12426,CELF3,SATB2,0.4292
12427,CELF3,ABI2,0.3949
12428,CELF3,EEF1B2,0.4029
12429,CELF3,MAP2,0.4525
12430,CELF3,CHL1,0.4672
12431,CELF3,SH3BP5,0.4708
12432,CELF3,CLASP2,0.4399
12433,CELF3,ARPP21,0.5046
12434,CELF3,CAMKV,0.4624
12435,CELF3,TAGLN3,0.4325
12436,CELF3,GAP43,0.5176
12437,CELF3,FGF12,0.4168
12438,CELF3,NSG1,0.5279
12439,CELF3,CRMP1,0.5264
12440,CELF3,JAKMIP1,0.429
12441,CELF3,PPP2R2C,0.3916
12442,CELF3,UCHL1,0.4949
12443,CELF3,EPHA5,0.4353
12444,CELF3,CCNI,0.4163
12445,CELF3,SNCA,0.4593
12446,CELF3,RAP1GDS1,0.4233
12447,CELF3,PPP3CA,0.4024
12448,CELF3,ANK2,0.5041
12449,CELF3,TRIM2,0.4006
12450,CELF3,GRIA2,0.4443
12451,CELF3,GPM6A,0.3923
12452,CELF3,BASP1,0.4764
12453,CELF3,KIF2A,0.4125
12454,CELF3,PIK3R1,0.3952
12455,CELF3,MAP1B,0.5257
12456,CELF3,MEF2C,0.4764
12457,CELF3,CAMK4,0.42
12458,CELF3,NREP,0.4436
12459,CELF3,DPYSL3,0.4901
12460,CELF3,HMP19,0.5173
12461,CELF3,GPRIN1,0.4057
12462,CELF3,TUBB2A,0.4922
12463,CELF3,TUBB2B,0.4288
12464,CELF3,TUBB,0.4691
12465,CELF3,NUDT3,0.456
12466,CELF3,HSP90AB1,0.4444
12467,CELF3,PTP4A1,0.3963
12468,CELF3,SMAP1,0.3898
12469,CELF3,SNAP91,0.3988
12470,CELF3,CD24,0.5053
12471,CELF3,SOBP,0.3911
12472,CELF3,WASF1,0.462
12473,CELF3,SERINC1,0.4251
12474,CELF3,ARFGEF3,0.4251
12475,CELF3,BZW2,0.4372
12476,CELF3,TSPAN13,0.4184
12477,CELF3,MPP6,0.4065
12478,CELF3,MTURN,0.3936
12479,CELF3,NEUROD6,0.4833
12480,CELF3,CAMK2B,0.4968
12481,CELF3,ADCY1,0.4247
12482,CELF3,YWHAG,0.5044
12483,CELF3,GNAI1,0.456
12484,CELF3,CACNA2D1,0.4451
12485,CELF3,PCLO,0.5078
12486,CELF3,AKAP9,0.4271
12487,CELF3,DYNC1I1,0.438
12488,CELF3,PRKAR2B,0.4836
12489,CELF3,GPR22,0.4074
12490,CELF3,GPR85,0.404
12491,CELF3,CDKL5,0.4045
12492,CELF3,PCSK1N,0.4992
12493,CELF3,BEX1,0.4362
12494,CELF3,ACSL4,0.4225
12495,CELF3,PAK3,0.4091
12496,CELF3,DCX,0.4848
12497,CELF3,IDS,0.4626
12498,CELF3,L1CAM,0.4356
12499,CELF3,MSRA,0.413
12500,CELF3,PSD3,0.3994
12501,CELF3,NEFM,0.4531
12502,CELF3,NEFL,0.439
12503,CELF3,DPYSL2,0.4642
12504,CELF3,STMN4,0.4853
12505,CELF3,XKR4,0.415
12506,CELF3,BHLHE22,0.3945
12507,CELF3,PKIA,0.4956
12508,CELF3,STMN2,0.5343
12509,CELF3,RUNX1T1,0.4224
12510,CELF3,ANKRD46,0.4094
12511,CELF3,YWHAZ,0.4942
12512,CELF3,SYBU,0.4369
12513,CELF3,MTSS1,0.4142
12514,CELF3,SLA,0.399
12515,CELF3,LY6H,0.4404
12516,CELF3,PTPRD,0.4458
12517,CELF3,GNAQ,0.4108
12518,CELF3,FRMD3,0.3917
12519,CELF3,AGTPBP1,0.4458
12520,CELF3,SPIN1,0.4041
12521,CELF3,GABBR2,0.4603
12522,CELF3,FRRS1L,0.4166
12523,CELF3,STXBP1,0.4749
12524,CELF3,SPTAN1,0.4437
12525,CELF3,NCS1,0.4674
12526,CELF3,PRRC2B,0.4013
12527,CELF3,OLFM1,0.3943
12528,CELF3,DEAF1,0.4142
12529,CELF3,SYT13,0.4077
12530,CELF3,C1QTNF4,0.4065
12531,CELF3,CNIH2,0.427
12532,CELF3,PGM2L1,0.4939
12533,CELF3,MAP6,0.4355
12534,CELF3,DLG2,0.4293
12535,CELF3,AASDHPPT,0.4227
12536,CELF3,ELMOD1,0.3937
12537,CELF3,RP11.356J5.12,0.3943
12538,CELF3,NCAM1,0.5179
12539,CELF3,THY1,0.3883
12540,CELF3,SCN3B,0.4717
12541,CELF3,CELF2,0.4752
12542,CELF3,MAPK8,0.4153
12543,CELF3,ANK3,0.4876
12544,CELF3,PPP3CB,0.4042
12545,CELF3,PSD,0.3968
12546,CELF3,INA,0.5539
12547,CELF3,SHTN1,0.5183
12548,CELF3,CALY,0.4386
12549,CELF3,ERC1,0.4046
12550,CELF3,PTMS,0.4028
12551,CELF3,GRIN2B,0.5272
12552,CELF3,PPFIBP1,0.4398
12553,CELF3,CNTN1,0.4255
12554,CELF3,NELL2,0.5119
12555,CELF3,SLC38A1,0.4616
12556,CELF3,TUBA1A,0.4926
12557,CELF3,KIF5A,0.4578
12558,CELF3,SYT1,0.4997
12559,CELF3,PPFIA2,0.4809
12560,CELF3,ATP2B1,0.4239
12561,CELF3,SRRM4,0.3965
12562,CELF3,DYNLL1,0.393
12563,CELF3,ATP8A2,0.393
12564,CELF3,NBEA,0.4936
12565,CELF3,DCLK1,0.4062
12566,CELF3,TSC22D1,0.4277
12567,CELF3,ATL1,0.416
12568,CELF3,GNG2,0.448
12569,CELF3,DAAM1,0.4381
12570,CELF3,RTN1,0.4439
12571,CELF3,PPP2R5E,0.3895
12572,CELF3,FLRT2,0.4058
12573,CELF3,CALM1,0.4646
12574,CELF3,DYNC1H1,0.4427
12575,CELF3,GABRB3,0.4461
12576,CELF3,DISP2,0.4154
12577,CELF3,SCG3,0.467
12578,CELF3,TMOD2,0.4906
12579,CELF3,MYO5A,0.4511
12580,CELF3,LINGO1,0.4556
12581,CELF3,SH3GL3,0.4221
12582,CELF3,ARHGDIG,0.414
12583,CELF3,SYNGR3,0.393
12584,CELF3,SEZ6L2,0.4704
12585,CELF3,GNAO1,0.4585
12586,CELF3,TERF2IP,0.4314
12587,CELF3,CMIP,0.4554
12588,CELF3,PAFAH1B1,0.4261
12589,CELF3,CHD3,0.4212
12590,CELF3,GAS7,0.3993
12591,CELF3,CDK5R1,0.4336
12592,CELF3,NEUROD2,0.4028
12593,CELF3,MAPT,0.5253
12594,CELF3,HN1,0.5013
12595,CELF3,GRB2,0.3996
12596,CELF3,RAC3,0.452
12597,CELF3,MAPRE2,0.426
12598,CELF3,CELF4,0.4147
12599,CELF3,SYT4,0.4465
12600,CELF3,SEC11C,0.3963
12601,CELF3,DOK6,0.4053
12602,CELF3,CHGB,0.4286
12603,CELF3,PAK7,0.4431
12604,CELF3,SNAP25,0.4332
12605,CELF3,KIF3B,0.426
12606,CELF3,MAP1LC3A,0.465
12607,CELF3,LINC00657,0.4121
12608,CELF3,YWHAB,0.4697
12609,CELF3,ATP9A,0.4385
12610,CELF3,EEF1A2,0.4372
12611,CELF3,CELF5,0.4393
12612,CELF3,ATCAY,0.4665
12613,CELF3,TUBB4A,0.4128
12614,CELF3,CTXN1,0.3908
12615,CELF3,CDKN2D,0.5084
12616,CELF3,PLPPR2,0.3983
12617,CELF3,UNC13A,0.403
12618,CELF3,RAB3A,0.4528
12619,CELF3,TMEM59L,0.4004
12620,CELF3,DPF1,0.4056
12621,CELF3,SPINT2,0.4325
12622,CELF3,TTC9B,0.5169
12623,CELF3,ATP1A3,0.4334
12624,CELF3,PAFAH1B3,0.4549
12625,CELF3,CALM3,0.4215
12626,CELF3,SYT5,0.4417
12627,CELF3,YWHAH,0.4779
12628,CELF3,RBFOX2,0.4983
12629,CELF3,SEPT3,0.4505
12630,CELF3,CXADR,0.5276
12631,CELF3,APP,0.412
12632,CELF3,TTC3,0.4588
12633,S100A16,HOPX,0.3901
12634,S100A16,CLU,0.4299
12635,S100A16,APOE,0.3984
12636,RPS27,MGST3,0.451
12637,RPS27,TOMM20,0.4353
12638,RPS27,EEF1B2,0.5331
12639,RPS27,IGFBP2,0.3941
12640,RPS27,RHOA,0.3912
12641,RPS27,TKT,0.3996
12642,RPS27,MTRNR2L12,0.4229
12643,RPS27,CCNI,0.4212
12644,RPS27,H2AFZ,0.4324
12645,RPS27,RPS23,0.7299
12646,RPS27,TUBB2B,0.4082
12647,RPS27,HSP90AB1,0.5059
12648,RPS27,SEPT7,0.4172
12649,RPS27,RHEB,0.4073
12650,RPS27,RPL30,0.7358
12651,RPS27,YWHAZ,0.3891
12652,RPS27,DNAJA1,0.3912
12653,RPS27,TXN,0.4511
12654,RPS27,FTH1,0.5523
12655,RPS27,RTN3,0.42
12656,RPS27,FEZ1,0.3957
12657,RPS27,RPS24,0.7375
12658,RPS27,GAPDH,0.5509
12659,RPS27,PTMS,0.4325
12660,RPS27,TPI1,0.436
12661,RPS27,TUBA1B,0.3892
12662,RPS27,CD63,0.3904
12663,RPS27,HSP90B1,0.3919
12664,RPS27,DYNLL1,0.4413
12665,RPS27,HMGB1,0.4517
12666,RPS27,TPT1,0.6861
12667,RPS27,CALM1,0.4187
12668,RPS27,DYNC1H1,0.3884
12669,RPS27,CKB,0.4802
12670,RPS27,SERF2,0.4454
12671,RPS27,RPLP1,0.7197
12672,RPS27,RPS2,0.6686
12673,RPS27,ALDOA,0.3903
12674,RPS27,EIF1,0.5339
12675,RPS27,LINC00657,0.4259
12676,RPS27,RPS19,0.7427
12677,RPS27,SEPW1,0.4119
12678,RPS27,FTL,0.5428
12679,RPS27,RPL3,0.7253
12680,RPS27,TTC3,0.4313
12681,RPS27,MT.ND1,0.3918
12682,RPS27,MT.CO2,0.4178
12683,RPS27,MT.ATP6,0.3941
12684,RPS27,MT.ND3,0.4461
12685,RPS27,MT.ND4L,0.4355
12686,RPS27,MT.ND4,0.3932
12687,TPM3,RUSC1,0.4339
12688,TPM3,CADM3,0.5138
12689,TPM3,DUSP23,0.4765
12690,TPM3,MGST3,0.504
12691,TPM3,MPZL1,0.4283
12692,TPM3,ATP1B1,0.5088
12693,TPM3,KIFAP3,0.5217
12694,TPM3,DNM3,0.5223
12695,TPM3,XPR1,0.426
12696,TPM3,NMNAT2,0.4318
12697,TPM3,ARPC5,0.579
12698,TPM3,KIF21B,0.4672
12699,TPM3,NAV1,0.4746
12700,TPM3,ARL8A,0.5015
12701,TPM3,SRGAP2,0.3937
12702,TPM3,LPGAT1,0.4408
12703,TPM3,CCSAP,0.4104
12704,TPM3,TOMM20,0.5611
12705,TPM3,CEP170,0.532
12706,TPM3,AKT3,0.4792
12707,TPM3,ZBTB18,0.5033
12708,TPM3,MYT1L,0.516
12709,TPM3,KIDINS220,0.5528
12710,TPM3,ITGB1BP1,0.4406
12711,TPM3,FAM49A,0.5925
12712,TPM3,FKBP1B,0.5534
12713,TPM3,NCOA1,0.4401
12714,TPM3,KIF3C,0.47
12715,TPM3,DPYSL5,0.5025
12716,TPM3,MAPRE3,0.456
12717,TPM3,SLC8A1,0.5112
12718,TPM3,PREPL,0.4585
12719,TPM3,BCYRN1,0.4077
12720,TPM3,NRXN1,0.447
12721,TPM3,SPTBN1,0.6017
12722,TPM3,BCL11A,0.4465
12723,TPM3,MDH1,0.4887
12724,TPM3,PCYOX1,0.4405
12725,TPM3,ADD2,0.4982
12726,TPM3,DCTN1,0.4601
12727,TPM3,POLE4,0.4143
12728,TPM3,TMSB10,0.5413
12729,TPM3,REEP1,0.5148
12730,TPM3,ANKRD36C,0.3929
12731,TPM3,AFF3,0.4162
12732,TPM3,CREG2,0.3937
12733,TPM3,CLASP1,0.4133
12734,TPM3,R3HDM1,0.5828
12735,TPM3,KIF5C,0.5666
12736,TPM3,SCN3A,0.398
12737,TPM3,SCN2A,0.5345
12738,TPM3,CSRNP3,0.5423
12739,TPM3,MTX2,0.4366
12740,TPM3,SESTD1,0.4462
12741,TPM3,SATB2,0.4723
12742,TPM3,ABI2,0.5306
12743,TPM3,EEF1B2,0.5282
12744,TPM3,MAP2,0.5499
12745,TPM3,ACSL3,0.4434
12746,TPM3,DNER,0.4448
12747,TPM3,AGAP1,0.4011
12748,TPM3,KIF1A,0.5116
12749,TPM3,CHL1,0.5461
12750,TPM3,ATP2B2,0.4087
12751,TPM3,SH3BP5,0.4852
12752,TPM3,TOP2B,0.4599
12753,TPM3,CLASP2,0.4871
12754,TPM3,ARPP21,0.565
12755,TPM3,EIF1B,0.4113
12756,TPM3,MAP4,0.4457
12757,TPM3,PRKAR2A,0.4032
12758,TPM3,CAMKV,0.5104
12759,TPM3,TKT,0.4215
12760,TPM3,IL17RD,0.3982
12761,TPM3,C3orf14,0.4335
12762,TPM3,FAM19A1,0.4014
12763,TPM3,ARL6IP5,0.4226
12764,TPM3,FOXP1,0.415
12765,TPM3,TAGLN3,0.4475
12766,TPM3,ATP6V1A,0.4016
12767,TPM3,GAP43,0.5322
12768,TPM3,CHCHD6,0.4354
12769,TPM3,ATP2C1,0.408
12770,TPM3,RAB6B,0.4791
12771,TPM3,PFN2,0.3923
12772,TPM3,SERPINI1,0.4181
12773,TPM3,TNIK,0.403
12774,TPM3,NLGN1,0.3916
12775,TPM3,GNB4,0.395
12776,TPM3,FGF12,0.4849
12777,TPM3,OPA1,0.4127
12778,TPM3,NSG1,0.546
12779,TPM3,CRMP1,0.569
12780,TPM3,JAKMIP1,0.4831
12781,TPM3,PPP2R2C,0.4553
12782,TPM3,TBC1D14,0.4243
12783,TPM3,UCHL1,0.5885
12784,TPM3,GABRA2,0.39
12785,TPM3,EPHA5,0.5
12786,TPM3,CCNI,0.4591
12787,TPM3,ENOPH1,0.3959
12788,TPM3,TMEM150C,0.4202
12789,TPM3,SCD5,0.4912
12790,TPM3,SNCA,0.5127
12791,TPM3,RAP1GDS1,0.5348
12792,TPM3,PPP3CA,0.4674
12793,TPM3,ANK2,0.5941
12794,TPM3,FAT4,0.3913
12795,TPM3,SCOC,0.4664
12796,TPM3,TRIM2,0.5216
12797,TPM3,GRIA2,0.4164
12798,TPM3,RAPGEF2,0.4105
12799,TPM3,GPM6A,0.5103
12800,TPM3,SLC25A4,0.4722
12801,TPM3,SRD5A1,0.4245
12802,TPM3,MARCH6,0.4624
12803,TPM3,CTNND2,0.4356
12804,TPM3,BASP1,0.5891
12805,TPM3,OXCT1,0.3939
12806,TPM3,HMGCS1,0.4363
12807,TPM3,RAB3C,0.4124
12808,TPM3,KIF2A,0.5422
12809,TPM3,NLN,0.4142
12810,TPM3,PIK3R1,0.4774
12811,TPM3,TAF9,0.4601
12812,TPM3,BDP1,0.4405
12813,TPM3,MAP1B,0.6265
12814,TPM3,ENC1,0.4019
12815,TPM3,HMGCR,0.5034
12816,TPM3,HOMER1,0.4096
12817,TPM3,SSBP2,0.4821
12818,TPM3,RPS23,0.4046
12819,TPM3,MEF2C,0.5787
12820,TPM3,PJA2,0.5324
12821,TPM3,CAMK4,0.4495
12822,TPM3,NREP,0.4747
12823,TPM3,APC,0.4769
12824,TPM3,REEP5,0.4206
12825,TPM3,VDAC1,0.5187
12826,TPM3,SPOCK1,0.4331
12827,TPM3,DPYSL3,0.575
12828,TPM3,JAKMIP2,0.4261
12829,TPM3,WWC1,0.3938
12830,TPM3,HMP19,0.5464
12831,TPM3,ARL10,0.403
12832,TPM3,CLTB,0.4973
12833,TPM3,GPRIN1,0.4562
12834,TPM3,SNCB,0.4053
12835,TPM3,PRR7,0.446
12836,TPM3,TUBB2A,0.6262
12837,TPM3,TUBB2B,0.5854
12838,TPM3,PHACTR1,0.404
12839,TPM3,MCUR1,0.4577
12840,TPM3,KIAA0319,0.3979
12841,TPM3,HIST1H4C,0.4429
12842,TPM3,TUBB,0.5705
12843,TPM3,HMGA1,0.4038
12844,TPM3,NUDT3,0.5276
12845,TPM3,HSP90AB1,0.6238
12846,TPM3,DST,0.4059
12847,TPM3,KHDRBS2,0.435
12848,TPM3,PTP4A1,0.5177
12849,TPM3,SMAP1,0.5081
12850,TPM3,RIMS1,0.4205
12851,TPM3,SNAP91,0.4482
12852,TPM3,BACH2,0.4195
12853,TPM3,CD24,0.5046
12854,TPM3,SOBP,0.4645
12855,TPM3,WASF1,0.5208
12856,TPM3,SERINC1,0.5584
12857,TPM3,NKAIN2,0.4255
12858,TPM3,ARFGEF3,0.4906
12859,TPM3,VTA1,0.4075
12860,TPM3,PCMT1,0.5354
12861,TPM3,PPP1R14C,0.4598
12862,TPM3,RGS17,0.426
12863,TPM3,TULP4,0.4403
12864,TPM3,ICA1,0.4056
12865,TPM3,BZW2,0.4731
12866,TPM3,TSPAN13,0.4482
12867,TPM3,MPP6,0.4728
12868,TPM3,JAZF1,0.435
12869,TPM3,SCRN1,0.3983
12870,TPM3,MTURN,0.4405
12871,TPM3,NEUROD6,0.487
12872,TPM3,SEPT7,0.4799
12873,TPM3,KIAA0895,0.4361
12874,TPM3,CAMK2B,0.548
12875,TPM3,ADCY1,0.4634
12876,TPM3,CALN1,0.4022
12877,TPM3,STX1A,0.4324
12878,TPM3,YWHAG,0.5847
12879,TPM3,GNAI1,0.489
12880,TPM3,CACNA2D1,0.4684
12881,TPM3,PCLO,0.565
12882,TPM3,RUNDC3B,0.4076
12883,TPM3,AKAP9,0.4625
12884,TPM3,DYNC1I1,0.5035
12885,TPM3,PRKAR2B,0.5462
12886,TPM3,GPR22,0.4675
12887,TPM3,NRCAM,0.4066
12888,TPM3,LRRN3,0.4177
12889,TPM3,GPR85,0.4353
12890,TPM3,FAM3C,0.4379
12891,TPM3,UBE2H,0.4033
12892,TPM3,EXOC4,0.4169
12893,TPM3,TCAF1,0.4476
12894,TPM3,ATP6V0E2,0.4716
12895,TPM3,RHEB,0.4409
12896,TPM3,DPP6,0.4086
12897,TPM3,CLCN4,0.4039
12898,TPM3,CDKL5,0.4409
12899,TPM3,ATP6AP2,0.4411
12900,TPM3,SYN1,0.4144
12901,TPM3,PCSK1N,0.5587
12902,TPM3,ARHGEF9,0.4307
12903,TPM3,KIAA2022,0.4259
12904,TPM3,NAP1L3,0.4172
12905,TPM3,BEX5,0.3965
12906,TPM3,BEX1,0.4726
12907,TPM3,ACSL4,0.4857
12908,TPM3,PAK3,0.4429
12909,TPM3,DCX,0.4758
12910,TPM3,PGRMC1,0.4663
12911,TPM3,IDS,0.559
12912,TPM3,L1CAM,0.4716
12913,TPM3,LAGE3,0.3972
12914,TPM3,TNKS,0.397
12915,TPM3,MSRA,0.4712
12916,TPM3,FDFT1,0.3975
12917,TPM3,TUSC3,0.4549
12918,TPM3,ASAH1,0.4903
12919,TPM3,PSD3,0.505
12920,TPM3,LPL,0.436
12921,TPM3,DMTN,0.4077
12922,TPM3,NEFM,0.5281
12923,TPM3,NEFL,0.5301
12924,TPM3,PNMA2,0.4239
12925,TPM3,DPYSL2,0.6
12926,TPM3,STMN4,0.5386
12927,TPM3,EIF4EBP1,0.4044
12928,TPM3,WHSC1L1,0.4846
12929,TPM3,XKR4,0.4502
12930,TPM3,PKIA,0.5453
12931,TPM3,ZC2HC1A,0.4514
12932,TPM3,STMN2,0.5057
12933,TPM3,RUNX1T1,0.4687
12934,TPM3,RPL30,0.4233
12935,TPM3,ANKRD46,0.4871
12936,TPM3,YWHAZ,0.6459
12937,TPM3,SYBU,0.5312
12938,TPM3,MTSS1,0.4598
