,g1_symbol,g2_symbol,conn
0,HES4,ENO1,0.4076
1,HES4,CNN3,0.4134
2,HES4,PEA15,0.4452
3,HES4,MGST3,0.4911
4,HES4,PDIA6,0.3917
5,HES4,PPP1CB,0.391
6,HES4,POLE4,0.4129
7,HES4,FAM171B,0.4423
8,HES4,ITM2C,0.4162
9,HES4,KIF1A,0.4088
10,HES4,MAP4,0.4139
11,HES4,RHOA,0.4081
12,HES4,TKT,0.4215
13,HES4,ARL6IP5,0.4339
14,HES4,UCHL1,0.4076
15,HES4,SCOC,0.3919
16,HES4,MSMO1,0.4132
17,HES4,HMGCS1,0.4279
18,HES4,LINC00461,0.4092
19,HES4,PJA2,0.4207
20,HES4,APC,0.414
21,HES4,REEP5,0.4145
22,HES4,CANX,0.4659
23,HES4,TUBB2B,0.3921
24,HES4,HSP90AB1,0.4261
25,HES4,FABP7,0.4013
26,HES4,PCMT1,0.4027
27,HES4,AKAP12,0.4263
28,HES4,MPC1,0.4003
29,HES4,SCRN1,0.407
30,HES4,SEPT7,0.4779
31,HES4,FAM3C,0.4083
32,HES4,PTN,0.4043
33,HES4,RHEB,0.4787
34,HES4,CLU,0.4285
35,HES4,SDCBP,0.4124
36,HES4,YWHAZ,0.3969
37,HES4,LY6H,0.4055
38,HES4,DNAJA1,0.3904
39,HES4,PSAT1,0.4061
40,HES4,TXN,0.4581
41,HES4,HSPA5,0.4059
42,HES4,DKK3,0.3893
43,HES4,FTH1,0.5069
44,HES4,RTN3,0.4517
45,HES4,FEZ1,0.4811
46,HES4,IDI1,0.4113
47,HES4,VIM,0.4069
48,HES4,PSAP,0.4492
49,HES4,PGAM1,0.4175
50,HES4,SCD,0.4677
51,HES4,OAT,0.4116
52,HES4,BNIP3,0.4025
53,HES4,GAPDH,0.447
54,HES4,TPI1,0.4116
55,HES4,CD63,0.4539
56,HES4,HSP90B1,0.4226
57,HES4,DYNLL1,0.4276
58,HES4,ITM2B,0.451
59,HES4,ARHGAP5,0.4083
60,HES4,CALM1,0.438
61,HES4,CKB,0.4216
62,HES4,RPLP1,0.3937
63,HES4,ALDOA,0.4242
64,HES4,NDRG4,0.4081
65,HES4,ATP1B2,0.4041
66,HES4,EIF1,0.479
67,HES4,CLTC,0.3939
68,HES4,TIMP2,0.4216
69,HES4,DSTN,0.4041
70,HES4,LINC00657,0.407
71,HES4,DOK5,0.4398
72,HES4,SEPW1,0.4604
73,HES4,FTL,0.4604
74,HES4,TTYH1,0.4528
75,HES4,CSTB,0.4283
76,PRKCZ,CAMK2N1,0.4043
77,PRKCZ,STMN1,0.4193
78,PRKCZ,ATP6V0B,0.4016
79,PRKCZ,TPM3,0.3903
80,PRKCZ,CADM3,0.4026
81,PRKCZ,ATP1B1,0.3976
82,PRKCZ,KIFAP3,0.398
83,PRKCZ,DNM3,0.3994
84,PRKCZ,ARPC5,0.4123
85,PRKCZ,MYT1L,0.4171
86,PRKCZ,KIDINS220,0.4148
87,PRKCZ,FAM49A,0.4558
88,PRKCZ,FKBP1B,0.4238
89,PRKCZ,SPTBN1,0.4376
90,PRKCZ,TMSB10,0.3997
91,PRKCZ,REEP1,0.3987
92,PRKCZ,R3HDM1,0.4204
93,PRKCZ,KIF5C,0.4117
94,PRKCZ,SCN2A,0.4241
95,PRKCZ,CSRNP3,0.4245
96,PRKCZ,CHL1,0.3995
97,PRKCZ,SH3BP5,0.3964
98,PRKCZ,ARPP21,0.438
99,PRKCZ,CAMKV,0.4085
100,PRKCZ,GAP43,0.443
101,PRKCZ,NSG1,0.443
102,PRKCZ,CRMP1,0.4438
103,PRKCZ,UCHL1,0.443
104,PRKCZ,SNCA,0.4165
105,PRKCZ,ANK2,0.4314
106,PRKCZ,BASP1,0.4286
107,PRKCZ,MAP1B,0.4612
108,PRKCZ,MEF2C,0.4326
109,PRKCZ,DPYSL3,0.4063
110,PRKCZ,HMP19,0.445
111,PRKCZ,TUBB2A,0.4496
112,PRKCZ,TUBB,0.4013
113,PRKCZ,NUDT3,0.395
114,PRKCZ,HSP90AB1,0.4173
115,PRKCZ,CD24,0.4066
116,PRKCZ,WASF1,0.4014
117,PRKCZ,NEUROD6,0.4072
118,PRKCZ,CAMK2B,0.4421
119,PRKCZ,YWHAG,0.4307
120,PRKCZ,PCLO,0.4457
121,PRKCZ,DYNC1I1,0.3912
122,PRKCZ,PRKAR2B,0.4247
123,PRKCZ,PCSK1N,0.4373
124,PRKCZ,DCX,0.3965
125,PRKCZ,IDS,0.4142
126,PRKCZ,NEFM,0.4047
127,PRKCZ,NEFL,0.4027
128,PRKCZ,DPYSL2,0.4143
129,PRKCZ,STMN4,0.4116
130,PRKCZ,PKIA,0.413
131,PRKCZ,STMN2,0.4318
132,PRKCZ,YWHAZ,0.4356
133,PRKCZ,LY6H,0.4234
134,PRKCZ,AGTPBP1,0.3883
135,PRKCZ,GABBR2,0.4142
136,PRKCZ,FRRS1L,0.3954
137,PRKCZ,STXBP1,0.3991
138,PRKCZ,NCS1,0.4015
139,PRKCZ,CNIH2,0.3968
140,PRKCZ,PGM2L1,0.4428
141,PRKCZ,NCAM1,0.4451
142,PRKCZ,SCN3B,0.4182
143,PRKCZ,CELF2,0.4001
144,PRKCZ,ANK3,0.4085
145,PRKCZ,INA,0.4735
146,PRKCZ,SHTN1,0.4353
147,PRKCZ,CALY,0.4141
148,PRKCZ,GRIN2B,0.4645
149,PRKCZ,CNTN1,0.4011
150,PRKCZ,NELL2,0.4491
151,PRKCZ,SLC38A1,0.3948
152,PRKCZ,TUBA1A,0.4281
153,PRKCZ,KIF5A,0.3993
154,PRKCZ,SYT1,0.4273
155,PRKCZ,PPFIA2,0.4053
156,PRKCZ,ATP2B1,0.3913
157,PRKCZ,NBEA,0.4294
158,PRKCZ,RTN1,0.4072
159,PRKCZ,CALM1,0.4262
160,PRKCZ,GABRB3,0.3917
161,PRKCZ,SCG3,0.3945
162,PRKCZ,TMOD2,0.4259
163,PRKCZ,MYO5A,0.3903
164,PRKCZ,LINGO1,0.4007
165,PRKCZ,SEZ6L2,0.4081
166,PRKCZ,GNAO1,0.4244
167,PRKCZ,CMIP,0.3946
168,PRKCZ,MAPT,0.4567
169,PRKCZ,HN1,0.4223
170,PRKCZ,RAC3,0.4155
171,PRKCZ,KIF3B,0.3966
172,PRKCZ,MAP1LC3A,0.4113
173,PRKCZ,YWHAB,0.4344
174,PRKCZ,EEF1A2,0.4016
175,PRKCZ,CDKN2D,0.4549
176,PRKCZ,RAB3A,0.4094
177,PRKCZ,SPINT2,0.3939
178,PRKCZ,TTC9B,0.4558
179,PRKCZ,PAFAH1B3,0.3918
180,PRKCZ,CALM3,0.4023
181,PRKCZ,SYT5,0.4051
182,PRKCZ,YWHAH,0.4372
183,PRKCZ,RBFOX2,0.4047
184,PRKCZ,SEPT3,0.3897
185,PRKCZ,CXADR,0.4538
186,PRKCZ,TTC3,0.3912
187,HES5,BCAN,0.4026
188,HES5,DBI,0.4261
189,HES5,SOX2,0.46
190,HES5,HES1,0.477
191,HES5,MYO10,0.397
192,HES5,EGR1,0.3899
193,HES5,QKI,0.4146
194,HES5,EGFR,0.4626
195,HES5,METRN,0.3965
196,AJAP1,CALY,0.4215
197,AJAP1,PRKCB,0.4009
198,CHD5,ACOT7,0.4277
199,CHD5,CAMK2N1,0.4569
200,CHD5,STMN1,0.4942
201,CHD5,MARCKSL1,0.4131
202,CHD5,HPCA,0.4023
203,CHD5,SMAP2,0.4403
204,CHD5,YBX1,0.4109
205,CHD5,ATP6V0B,0.4504
206,CHD5,SSBP3,0.3906
207,CHD5,DAB1,0.433
208,CHD5,DNAJC6,0.4391
209,CHD5,LRRC7,0.4223
210,CHD5,PRKACB,0.4431
211,CHD5,KIAA1107,0.4729
212,CHD5,FNBP1L,0.4337
213,CHD5,PLPPR4,0.3933
214,CHD5,PDE4DIP,0.4079
215,CHD5,SV2A,0.4079
216,CHD5,MLLT11,0.4352
217,CHD5,CELF3,0.4113
218,CHD5,TPM3,0.4615
219,CHD5,CADM3,0.5086
220,CHD5,DUSP23,0.4366
221,CHD5,ATP1B1,0.4649
222,CHD5,KIFAP3,0.466
223,CHD5,DNM3,0.5051
224,CHD5,NMNAT2,0.4172
225,CHD5,ARPC5,0.4735
226,CHD5,KIF21B,0.4532
227,CHD5,NAV1,0.3931
228,CHD5,ARL8A,0.4079
229,CHD5,TOMM20,0.4229
230,CHD5,CEP170,0.429
231,CHD5,AKT3,0.4057
232,CHD5,ZBTB18,0.4352
233,CHD5,MYT1L,0.512
234,CHD5,KIDINS220,0.486
235,CHD5,FAM49A,0.5352
236,CHD5,FKBP1B,0.5058
237,CHD5,KIF3C,0.4433
238,CHD5,DPYSL5,0.452
239,CHD5,MAPRE3,0.4135
240,CHD5,SLC8A1,0.4441
241,CHD5,SPTBN1,0.5242
242,CHD5,BCL11A,0.3975
243,CHD5,ADD2,0.4601
244,CHD5,DCTN1,0.4075
245,CHD5,TMSB10,0.4385
246,CHD5,REEP1,0.4705
247,CHD5,CREG2,0.4051
248,CHD5,R3HDM1,0.5276
249,CHD5,KIF5C,0.4675
250,CHD5,SCN2A,0.5311
251,CHD5,CSRNP3,0.5128
252,CHD5,SATB2,0.4567
253,CHD5,ABI2,0.419
254,CHD5,EEF1B2,0.396
255,CHD5,MAP2,0.4405
256,CHD5,KIF1A,0.4198
257,CHD5,CHL1,0.492
258,CHD5,SH3BP5,0.4649
259,CHD5,CLASP2,0.4241
260,CHD5,ARPP21,0.5442
261,CHD5,CAMKV,0.4814
262,CHD5,TAGLN3,0.4008
263,CHD5,GAP43,0.5228
264,CHD5,RAB6B,0.3923
265,CHD5,SERPINI1,0.4
266,CHD5,FGF12,0.4926
267,CHD5,NSG1,0.5232
268,CHD5,CRMP1,0.5199
269,CHD5,JAKMIP1,0.4685
270,CHD5,PPP2R2C,0.4463
271,CHD5,UCHL1,0.4994
272,CHD5,ADGRL3,0.4071
273,CHD5,EPHA5,0.4254
274,CHD5,SCD5,0.4399
275,CHD5,SNCA,0.4872
276,CHD5,RAP1GDS1,0.4645
277,CHD5,PPP3CA,0.4245
278,CHD5,ANK2,0.5235
279,CHD5,TRIM2,0.4119
280,CHD5,GRIA2,0.4132
281,CHD5,SRD5A1,0.3928
282,CHD5,BASP1,0.4675
283,CHD5,RAB3C,0.4025
284,CHD5,KIF2A,0.4311
285,CHD5,PIK3R1,0.4414
286,CHD5,MAP1B,0.5333
287,CHD5,HMGCR,0.4053
288,CHD5,HOMER1,0.3899
289,CHD5,SSBP2,0.3896
290,CHD5,MEF2C,0.5571
291,CHD5,CAMK4,0.4158
292,CHD5,NREP,0.4019
293,CHD5,VDAC1,0.4007
294,CHD5,SPOCK1,0.4176
295,CHD5,DPYSL3,0.4771
296,CHD5,HMP19,0.5326
297,CHD5,CLTB,0.4262
298,CHD5,GPRIN1,0.4326
299,CHD5,SNCB,0.4044
300,CHD5,TUBB2A,0.519
301,CHD5,TUBB2B,0.4353
302,CHD5,TUBB,0.4623
303,CHD5,NUDT3,0.4499
304,CHD5,HSP90AB1,0.4557
305,CHD5,KHDRBS2,0.4218
306,CHD5,PTP4A1,0.4149
307,CHD5,SMAP1,0.4168
308,CHD5,RIMS1,0.4151
309,CHD5,SNAP91,0.4437
310,CHD5,CD24,0.4754
311,CHD5,SOBP,0.4262
312,CHD5,WASF1,0.4677
313,CHD5,SERINC1,0.4369
314,CHD5,NKAIN2,0.4316
315,CHD5,ARFGEF3,0.4676
316,CHD5,PCMT1,0.4101
317,CHD5,PPP1R14C,0.4335
318,CHD5,RGS17,0.4037
319,CHD5,BZW2,0.4326
320,CHD5,TSPAN13,0.43
321,CHD5,MPP6,0.415
322,CHD5,JAZF1,0.4096
323,CHD5,MTURN,0.3885
324,CHD5,NEUROD6,0.4711
325,CHD5,KIAA0895,0.4144
326,CHD5,CAMK2B,0.5289
327,CHD5,ADCY1,0.4683
328,CHD5,CALN1,0.4017
329,CHD5,STX1A,0.4141
330,CHD5,YWHAG,0.499
331,CHD5,GNAI1,0.4475
332,CHD5,CACNA2D1,0.4319
333,CHD5,PCLO,0.5342
334,CHD5,RUNDC3B,0.403
335,CHD5,AKAP9,0.4125
336,CHD5,DYNC1I1,0.472
337,CHD5,PRKAR2B,0.4899
338,CHD5,GPR22,0.4545
339,CHD5,LRRN3,0.3932
340,CHD5,GPR85,0.4225
341,CHD5,CDKL5,0.4058
342,CHD5,SYN1,0.4034
343,CHD5,PCSK1N,0.5021
344,CHD5,BEX1,0.4271
345,CHD5,ACSL4,0.4605
346,CHD5,PAK3,0.4208
347,CHD5,DCX,0.4586
348,CHD5,TENM1,0.3904
349,CHD5,IDS,0.4723
350,CHD5,L1CAM,0.4544
351,CHD5,MSRA,0.4154
352,CHD5,ASAH1,0.4062
353,CHD5,PSD3,0.4571
354,CHD5,LPL,0.3981
355,CHD5,DMTN,0.4005
356,CHD5,NEFM,0.5034
357,CHD5,NEFL,0.5113
358,CHD5,DPYSL2,0.4871
359,CHD5,STMN4,0.4797
360,CHD5,XKR4,0.4731
361,CHD5,PKIA,0.4825
362,CHD5,STMN2,0.5074
363,CHD5,RUNX1T1,0.4321
364,CHD5,ANKRD46,0.4451
365,CHD5,YWHAZ,0.5057
366,CHD5,SYBU,0.4811
367,CHD5,MTSS1,0.3945
368,CHD5,FAM49B,0.4061
369,CHD5,LY6H,0.477
370,CHD5,PTPRD,0.4835
371,CHD5,DNAJA1,0.4077
372,CHD5,RFK,0.4189
373,CHD5,GNAQ,0.4355
374,CHD5,FRMD3,0.422
375,CHD5,AGTPBP1,0.4598
376,CHD5,SPIN1,0.4068
377,CHD5,GABBR2,0.4994
378,CHD5,FSD1L,0.3903
379,CHD5,FRRS1L,0.4742
380,CHD5,STRBP,0.4034
381,CHD5,STXBP1,0.4654
382,CHD5,DNM1,0.3919
383,CHD5,SPTAN1,0.4389
384,CHD5,NCS1,0.479
385,CHD5,OLFM1,0.4236
386,CHD5,DEAF1,0.4495
387,CHD5,SYT13,0.4455
388,CHD5,C1QTNF4,0.4419
389,CHD5,RTN3,0.3933
390,CHD5,NRXN2,0.4155
391,CHD5,CNIH2,0.4737
392,CHD5,PGM2L1,0.5394
393,CHD5,MAP6,0.472
394,CHD5,DLG2,0.4504
395,CHD5,GRM5,0.4223
396,CHD5,FAT3,0.4014
397,CHD5,AASDHPPT,0.4433
398,CHD5,ELMOD1,0.4424
399,CHD5,ARHGAP20,0.4008
400,CHD5,RP11.356J5.12,0.4302
401,CHD5,NCAM1,0.5249
402,CHD5,THY1,0.4183
403,CHD5,SCN3B,0.4962
404,CHD5,CELF2,0.4684
405,CHD5,MAPK8,0.4096
406,CHD5,ANK3,0.4952
407,CHD5,PPP3CB,0.4305
408,CHD5,PSD,0.4336
409,CHD5,INA,0.5675
410,CHD5,ABLIM1,0.4151
411,CHD5,SHTN1,0.5115
412,CHD5,CALY,0.4984
413,CHD5,ERC1,0.3957
414,CHD5,GRIN2B,0.5669
415,CHD5,PTPRO,0.3957
416,CHD5,PPFIBP1,0.4594
417,CHD5,CNTN1,0.488
418,CHD5,NELL2,0.55
419,CHD5,SLC38A1,0.4689
420,CHD5,CCDC184,0.3943
421,CHD5,ARF3,0.4055
422,CHD5,TUBA1A,0.4808
423,CHD5,KIF5A,0.4844
424,CHD5,NAV3,0.3895
425,CHD5,SYT1,0.5072
426,CHD5,PPFIA2,0.4822
427,CHD5,SLC6A15,0.404
428,CHD5,ATP2B1,0.4923
429,CHD5,SRRM4,0.3898
430,CHD5,DYNLL1,0.4052
431,CHD5,ATP8A2,0.4276
432,CHD5,NBEA,0.5202
433,CHD5,DCLK1,0.4251
434,CHD5,TSC22D1,0.4071
435,CHD5,PCDH9,0.4237
436,CHD5,SLITRK5,0.4481
437,CHD5,FARP1,0.3936
438,CHD5,DOCK9,0.3884
439,CHD5,ATL1,0.4218
440,CHD5,GNG2,0.4406
441,CHD5,DACT1,0.3975
442,CHD5,DAAM1,0.4581
443,CHD5,RTN1,0.4554
444,CHD5,FLRT2,0.4229
445,CHD5,CALM1,0.4806
446,CHD5,DYNC1H1,0.4491
447,CHD5,NUDT14,0.4042
448,CHD5,GABRB3,0.469
449,CHD5,DISP2,0.423
450,CHD5,SCG3,0.4655
451,CHD5,TMOD2,0.5031
452,CHD5,MYO5A,0.4681
453,CHD5,LINGO1,0.4727
454,CHD5,SH3GL3,0.4538
455,CHD5,ARHGDIG,0.4492
456,CHD5,SYNGR3,0.4218
457,CHD5,RBFOX1,0.4122
458,CHD5,SEZ6L2,0.478
459,CHD5,GNAO1,0.4861
460,CHD5,TERF2IP,0.4067
461,CHD5,CMIP,0.4653
462,CHD5,COTL1,0.3951
463,CHD5,PAFAH1B1,0.4173
464,CHD5,GAS7,0.4602
465,CHD5,CDK5R1,0.4054
466,CHD5,AP2B1,0.4163
467,CHD5,MAPT,0.5245
468,CHD5,MMD,0.4062
469,CHD5,HN1,0.4772
470,CHD5,GRB2,0.4047
471,CHD5,RAC3,0.4935
472,CHD5,MAPRE2,0.4513
473,CHD5,CELF4,0.4646
474,CHD5,SYT4,0.4463
475,CHD5,SEC11C,0.4194
476,CHD5,DOK6,0.3924
477,CHD5,CHGB,0.4445
478,CHD5,PAK7,0.4507
479,CHD5,SNAP25,0.4303
480,CHD5,MACROD2,0.3958
481,CHD5,DSTN,0.4179
482,CHD5,KIF3B,0.4763
483,CHD5,MAP1LC3A,0.4675
484,CHD5,LINC00657,0.4084
485,CHD5,YWHAB,0.4894
486,CHD5,ATP9A,0.4564
487,CHD5,EEF1A2,0.4653
488,CHD5,CELF5,0.4472
489,CHD5,ATCAY,0.4465
490,CHD5,TUBB4A,0.4458
491,CHD5,CTXN1,0.4377
492,CHD5,CDKN2D,0.5327
493,CHD5,PLPPR2,0.4253
494,CHD5,UNC13A,0.4268
495,CHD5,RAB3A,0.4652
496,CHD5,TMEM59L,0.4218
497,CHD5,FXYD7,0.4496
498,CHD5,DPF1,0.439
499,CHD5,SPINT2,0.4515
500,CHD5,TTC9B,0.5431
501,CHD5,ATP1A3,0.465
502,CHD5,PAFAH1B3,0.4445
503,CHD5,CALM3,0.4517
504,CHD5,TMEM160,0.4083
505,CHD5,INAFM1,0.414
506,CHD5,SEPW1,0.3886
507,CHD5,SYT5,0.494
508,CHD5,GNAZ,0.4119
509,CHD5,YWHAH,0.5031
510,CHD5,RBFOX2,0.471
511,CHD5,SEPT3,0.4379
512,CHD5,MPPED1,0.3942
513,CHD5,CXADR,0.5354
514,CHD5,APP,0.3986
515,CHD5,TTC3,0.4262
516,ACOT7,CAMK2N1,0.4479
517,ACOT7,STMN1,0.516
518,ACOT7,MARCKSL1,0.448
519,ACOT7,HPCA,0.4012
520,ACOT7,SMAP2,0.4282
521,ACOT7,YBX1,0.4568
522,ACOT7,ATP6V0B,0.4614
523,ACOT7,DAB1,0.4192
524,ACOT7,DNAJC6,0.3894
525,ACOT7,PRKACB,0.4036
526,ACOT7,KIAA1107,0.4237
527,ACOT7,FNBP1L,0.425
528,ACOT7,SV2A,0.3905
529,ACOT7,MLLT11,0.4711
530,ACOT7,TPM3,0.4544
531,ACOT7,CADM3,0.459
532,ACOT7,DUSP23,0.4137
533,ACOT7,ATP1B1,0.4429
534,ACOT7,KIFAP3,0.4526
535,ACOT7,DNM3,0.4584
536,ACOT7,NMNAT2,0.3996
537,ACOT7,ARPC5,0.4871
538,ACOT7,KIF21B,0.425
539,ACOT7,ARL8A,0.4029
540,ACOT7,TOMM20,0.4235
541,ACOT7,CEP170,0.4282
542,ACOT7,ZBTB18,0.4424
543,ACOT7,MYT1L,0.4704
544,ACOT7,KIDINS220,0.47
545,ACOT7,FAM49A,0.5122
546,ACOT7,FKBP1B,0.4952
547,ACOT7,KIF3C,0.4224
548,ACOT7,DPYSL5,0.4288
549,ACOT7,SLC8A1,0.4113
550,ACOT7,SPTBN1,0.4891
551,ACOT7,BCL11A,0.4204
552,ACOT7,ADD2,0.443
553,ACOT7,TMSB10,0.4889
554,ACOT7,REEP1,0.4542
555,ACOT7,R3HDM1,0.4883
556,ACOT7,KIF5C,0.4628
557,ACOT7,SCN2A,0.4774
558,ACOT7,CSRNP3,0.4692
559,ACOT7,SATB2,0.4162
560,ACOT7,ABI2,0.4005
561,ACOT7,EEF1B2,0.4309
562,ACOT7,MAP2,0.4283
563,ACOT7,KIF1A,0.4075
564,ACOT7,CHL1,0.4457
565,ACOT7,SH3BP5,0.4651
566,ACOT7,CLASP2,0.3992
567,ACOT7,ARPP21,0.4997
568,ACOT7,CAMKV,0.471
569,ACOT7,TAGLN3,0.409
570,ACOT7,GAP43,0.5419
571,ACOT7,FGF12,0.4349
572,ACOT7,NSG1,0.5236
573,ACOT7,CRMP1,0.5241
574,ACOT7,JAKMIP1,0.433
575,ACOT7,PPP2R2C,0.4096
576,ACOT7,UCHL1,0.507
577,ACOT7,EPHA5,0.4139
578,ACOT7,CCNI,0.4045
579,ACOT7,SCD5,0.4078
580,ACOT7,SNCA,0.4636
581,ACOT7,RAP1GDS1,0.436
582,ACOT7,PPP3CA,0.4036
583,ACOT7,ANK2,0.4966
584,ACOT7,TRIM2,0.4011
585,ACOT7,BASP1,0.4912
586,ACOT7,KIF2A,0.4224
587,ACOT7,PIK3R1,0.3918
588,ACOT7,MAP1B,0.5387
589,ACOT7,MEF2C,0.5097
590,ACOT7,CAMK4,0.4004
591,ACOT7,NREP,0.4124
592,ACOT7,VDAC1,0.4045
593,ACOT7,DPYSL3,0.4713
594,ACOT7,HMP19,0.515
595,ACOT7,CLTB,0.4237
596,ACOT7,GPRIN1,0.4125
597,ACOT7,SNCB,0.3889
598,ACOT7,TUBB2A,0.5223
599,ACOT7,TUBB2B,0.457
600,ACOT7,MCUR1,0.396
601,ACOT7,TUBB,0.5077
602,ACOT7,NUDT3,0.4496
603,ACOT7,HSP90AB1,0.4662
604,ACOT7,PTP4A1,0.4019
605,ACOT7,SMAP1,0.4105
606,ACOT7,SNAP91,0.3923
607,ACOT7,CD24,0.4846
608,ACOT7,SOBP,0.4045
609,ACOT7,WASF1,0.4339
610,ACOT7,SERINC1,0.4156
611,ACOT7,ARFGEF3,0.4208
612,ACOT7,PCMT1,0.4067
613,ACOT7,PPP1R14C,0.4105
614,ACOT7,BZW2,0.4269
615,ACOT7,TSPAN13,0.4244
616,ACOT7,MPP6,0.4131
617,ACOT7,NEUROD6,0.4794
618,ACOT7,CAMK2B,0.5208
619,ACOT7,ADCY1,0.4351
620,ACOT7,YWHAG,0.4867
621,ACOT7,GNAI1,0.434
622,ACOT7,CACNA2D1,0.4032
623,ACOT7,PCLO,0.4983
624,ACOT7,AKAP9,0.4095
625,ACOT7,DYNC1I1,0.4375
626,ACOT7,PRKAR2B,0.4627
627,ACOT7,GPR22,0.4037
628,ACOT7,GPR85,0.3992
629,ACOT7,PCSK1N,0.5209
630,ACOT7,BEX1,0.4471
631,ACOT7,ACSL4,0.4243
632,ACOT7,PAK3,0.4126
633,ACOT7,DCX,0.471
634,ACOT7,IDS,0.4553
635,ACOT7,L1CAM,0.4202
636,ACOT7,MSRA,0.4086
637,ACOT7,ASAH1,0.39
638,ACOT7,PSD3,0.402
639,ACOT7,NEFM,0.4837
640,ACOT7,NEFL,0.4743
641,ACOT7,DPYSL2,0.4754
642,ACOT7,STMN4,0.4806
643,ACOT7,XKR4,0.4123
644,ACOT7,PKIA,0.4679
645,ACOT7,STMN2,0.5167
646,ACOT7,RUNX1T1,0.4211
647,ACOT7,ANKRD46,0.4161
648,ACOT7,YWHAZ,0.4982
649,ACOT7,SYBU,0.4447
650,ACOT7,FAM49B,0.3932
651,ACOT7,LY6H,0.4698
652,ACOT7,PTPRD,0.4207
653,ACOT7,DNAJA1,0.4052
654,ACOT7,RFK,0.4024
655,ACOT7,GNAQ,0.4185
656,ACOT7,AGTPBP1,0.4273
657,ACOT7,SPIN1,0.3942
658,ACOT7,GABBR2,0.464
659,ACOT7,FRRS1L,0.4304
660,ACOT7,STRBP,0.3896
661,ACOT7,STXBP1,0.4478
662,ACOT7,SPTAN1,0.4152
663,ACOT7,NCS1,0.4662
664,ACOT7,OLFM1,0.4013
665,ACOT7,DEAF1,0.4478
666,ACOT7,SYT13,0.3949
667,ACOT7,RTN3,0.3948
668,ACOT7,NRXN2,0.4006
669,ACOT7,CNIH2,0.4712
670,ACOT7,PGM2L1,0.5047
671,ACOT7,MAP6,0.4449
672,ACOT7,DLG2,0.4107
673,ACOT7,AASDHPPT,0.42
674,ACOT7,RP11.356J5.12,0.3988
675,ACOT7,NCAM1,0.508
676,ACOT7,THY1,0.4002
677,ACOT7,SCN3B,0.4749
678,ACOT7,CELF2,0.4577
679,ACOT7,MAPK8,0.39
680,ACOT7,ANK3,0.4602
681,ACOT7,PPP3CB,0.4132
682,ACOT7,PSD,0.412
683,ACOT7,INA,0.5496
684,ACOT7,SHTN1,0.4991
685,ACOT7,CALY,0.4458
686,ACOT7,PTMS,0.4105
687,ACOT7,GRIN2B,0.5235
688,ACOT7,PPFIBP1,0.4165
689,ACOT7,CNTN1,0.426
690,ACOT7,NELL2,0.5114
691,ACOT7,SLC38A1,0.441
692,ACOT7,ARF3,0.3939
693,ACOT7,TUBA1A,0.5216
694,ACOT7,KIF5A,0.4446
695,ACOT7,SYT1,0.4902
696,ACOT7,PPFIA2,0.4488
697,ACOT7,ATP2B1,0.4467
698,ACOT7,DYNLL1,0.4136
699,ACOT7,NBEA,0.4752
700,ACOT7,DCLK1,0.3967
701,ACOT7,TSC22D1,0.4094
702,ACOT7,ATL1,0.4079
703,ACOT7,GNG2,0.4191
704,ACOT7,DACT1,0.3933
705,ACOT7,DAAM1,0.4378
706,ACOT7,RTN1,0.4561
707,ACOT7,FLRT2,0.4018
708,ACOT7,CALM1,0.4788
709,ACOT7,DYNC1H1,0.4321
710,ACOT7,NUDT14,0.3932
711,ACOT7,GABRB3,0.4444
712,ACOT7,DISP2,0.4065
713,ACOT7,SCG3,0.4554
714,ACOT7,TMOD2,0.4845
715,ACOT7,MYO5A,0.4412
716,ACOT7,LINGO1,0.4508
717,ACOT7,SH3GL3,0.4157
718,ACOT7,ARHGDIG,0.4376
719,ACOT7,SYNGR3,0.3896
720,ACOT7,SEZ6L2,0.4721
721,ACOT7,GNAO1,0.4623
722,ACOT7,TERF2IP,0.4112
723,ACOT7,CMIP,0.4355
724,ACOT7,COTL1,0.4153
725,ACOT7,PAFAH1B1,0.4072
726,ACOT7,GAS7,0.3978
727,ACOT7,CDK5R1,0.4009
728,ACOT7,AP2B1,0.4006
729,ACOT7,MAPT,0.5168
730,ACOT7,HN1,0.5056
731,ACOT7,GRB2,0.3999
732,ACOT7,RAC3,0.4946
733,ACOT7,MAPRE2,0.4171
734,ACOT7,CELF4,0.4187
735,ACOT7,SYT4,0.446
736,ACOT7,SEC11C,0.4188
737,ACOT7,CHGB,0.4093
738,ACOT7,PAK7,0.4269
739,ACOT7,SNAP25,0.4218
740,ACOT7,DSTN,0.4273
741,ACOT7,KIF3B,0.4486
742,ACOT7,MAP1LC3A,0.4676
743,ACOT7,LINC00657,0.3929
744,ACOT7,YWHAB,0.4934
745,ACOT7,ATP9A,0.426
746,ACOT7,EEF1A2,0.475
747,ACOT7,CELF5,0.4309
748,ACOT7,ATCAY,0.4321
749,ACOT7,TUBB4A,0.4288
750,ACOT7,CTXN1,0.4432
751,ACOT7,CDKN2D,0.5319
752,ACOT7,PLPPR2,0.4148
753,ACOT7,UNC13A,0.3925
754,ACOT7,RAB3A,0.4759
755,ACOT7,TMEM59L,0.4012
756,ACOT7,FXYD7,0.4005
757,ACOT7,DPF1,0.4379
758,ACOT7,SPINT2,0.4405
759,ACOT7,TTC9B,0.5329
760,ACOT7,ATP1A3,0.4387
761,ACOT7,PAFAH1B3,0.4682
